description,generic_name,how_to_take,name,side_effects,source,source_url,warnings
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/mtm/diphtheria-and-tetanus-toxoids-vaccine.html"">tetanus and diphtheria toxoids adsorbed</a><br>
<b>Dosage form:</b> intramuscular injection<br>
<b>Drug class:</b> <a href=""/drug-class/vaccine-combinations.html"">Vaccine combinations</a></p>",[],TDVAX Prescribing Information,,drugs.com,https://www.drugs.com/pro/tdvax.html,[]
<p>Hepatitis A and hepatitis B combination vaccine is used to prevent infection caused by all known subtypes of the hepatitis A and hepatitis B virus. The vaccine works by causing your body to produce its own protection (antibodies) against the disease. </p>,"<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/hepatitis-a-and-hepatitis-b-vaccine.html"">hepatitis a and hepatitis b vaccine</a> [ <i>hep-a-TYE-tis-A-VAX-een, in-AK-ti-vay-ted, hep-a-TYE-tis-B-VAX-een-re-KOM-bin-ant</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/vaccine-combinations.html"">Vaccine combinations</a></p>","['<p>A nurse or other trained health professional will give you this vaccine. This vaccine is given as a shot into one of your muscles, usually in the deltoid area (shoulder or upper arm). </p>']",Twinrix (Intramuscular),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/twinrix.html,['<p><i>It is important that your doctor check your progress</i> to make sure this vaccine is working properly. Blood tests may be needed to check for unwanted effects. </p>']
,"<p class=""drug-subtitle"">
<b>Package insert / product label</b><br>
<b>Generic name:</b> <a href=""/epinephrine-injection.html"">epinephrine</a><br>
<b>Dosage form:</b> injection<br>
<b>Drug classes:</b> <a href=""/drug-class/adrenergic-bronchodilators.html"">Adrenergic bronchodilators</a>, <a href=""/drug-class/catecholamines.html"">Catecholamines</a>, <a href=""/drug-class/vasopressors.html"">Vasopressors</a></p>",[],Twinject Auto-Injector Prescribing Information,,drugs.com,https://www.drugs.com/pro/twinject-auto-injector.html,[]
"<p>Epinephrine injection is used for emergency treatment of severe allergic reactions (including anaphylaxis) to insect bites or stings, medicines, foods, or other substances. It is also used to treat anaphylaxis caused by unknown substances or triggered by exercise. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/epinephrine-injection.html"">epinephrine</a> [ <i>ep-i-NEF-rin</i> ]<br>
<b>Drug classes:</b> <a href=""/drug-class/adrenergic-bronchodilators.html"">Adrenergic bronchodilators</a>, <a href=""/drug-class/catecholamines.html"">Catecholamines</a>, <a href=""/drug-class/vasopressors.html"">Vasopressors</a></p>","['<p><i>Use this medicine only as directed by your doctor</i>. Do not use more of it, do not use it more often, and do not use it for a longer time than your doctor ordered. </p>']",Twinject (Injection),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/twinject.html,"['<p>Anaphylaxis is a life-threatening reaction and requires immediate medical attention. Check with your doctor right away, or go to an emergency room as soon as possible, even if you feel better after using this medicine. </p>']"
"<p>Twilite is an antihistamine that is used to treat sneezing, runny nose, watery eyes, hives, skin <a href=""/health-guide/rash.html"" data-type=""auto"">rash</a>, <a href=""/cg/itchy-skin.html"" data-type=""auto"">itching</a>, and other <a href=""/cg/cold-symptoms-aftercare-instructions.html"" data-type=""auto"">cold</a> or <a href=""/cg/allergies.html"" data-type=""auto"">allergy</a> symptoms.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/diphenhydramine.html"">diphenhydramine</a> [ <i>DYE-fen-HYE-dra-meen</i> ]<br>
<b>Brand names:</b> Allergy (Diphenhydramine HCl), Allergy Relief (Diphenhydramine HCl), <a href=""/mtm/banophen.html"">Banophen</a>, <a href=""/benadryl.html"">Benadryl</a>, <a href=""/mtm/benadryl-allergy.html"">Benadryl Allergy</a>, 
<a href=""#"" onclick=""document.getElementById('subtitle-brand-list').style.display='inline'; this.style.display='none'; return false;"">... show all 41 brands</a>
<span id=""subtitle-brand-list"" style=""display: none;"">
Benadryl Children's Allergy, Benadryl Children's Allergy Fastmelt, Benadryl Children's Dye Free, Benadryl DF, Benadryl Dye Free Allergy, Benadryl Fastmelt, Benadryl Ultratab, Children's Allergy, Children's Allergy Relief, Childrens Dye-Free Allergy Relief, Compoz Nighttime Sleep Aid, Diphedryl, Diphenhist, Dormin, Geri-Dryl, Kindermed Kids' Allergy, M-Dryl, Nytol QuickCaps, Scot-Tussin Allergy Relief Formula, Siladryl Allergy, Silphen Cough, Simply Sleep, Sleep-ettes D, Sleepinal, Sominex, Sominex Maximum Strength, Twilite, Unisom Sleep Gels, Unisom Sleepgels Maximum Strength, Unisom SleepMelts, Valu-Dryl, Z-Sleep, ZzzQuil, Allermax, Dytuss, Vanamine PD
</span><br>
<b>Drug classes:</b> <a href=""/drug-class/anticholinergic-antiemetics.html"">Anticholinergic antiemetics</a>, <a href=""/drug-class/anticholinergic-antiparkinson-agents.html"">Anticholinergic antiparkinson agents</a>, <a href=""/drug-class/antihistamines.html"">Antihistamines</a>, <a href=""/drug-class/miscellaneous-anxiolytics-sedatives-and-hypnotics.html"">Miscellaneous anxiolytics, sedatives and hypnotics</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Twilite is only for short-term use until your symptoms clear up.</p>']",Twilite,"<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/twilite.html,"['<p>Use  Twilite exactly as directed. <b>Taking too much Twilite can lead to serious heart problems, seizures, coma, or death.</b></p>']"
"<p><a href=""/cons/lidocaine-ophthalmic.html"" data-type=""auto"">Lidocaine</a> and <a href=""/cons/prilocaine.html"" data-type=""auto"">prilocaine</a> are local anesthetics (numbing medicines). They work by blocking nerve signals in your body.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/lidocaine-and-prilocaine-topical.html"">lidocaine and prilocaine topical</a> [ <i>LYE-doe-kane-and-PRIL-oe-kane-TOP-ik-al</i> ]<br>
<b>Brand names:</b> AgonEaze, <a href=""/mtm/anodyne-lpt.html"">Anodyne LPT</a>, <a href=""/mtm/livixil-pak.html"">Livixil Pak</a>, <a href=""/mtm/priloheal-plus-30.html"">Priloheal Plus 30</a>, <a href=""/mtm/realheal-i.html"">RealHeal-I</a>, <a href=""/mtm/valladerm-90.html"">VallaDerm-90</a><br>
<b>Drug class:</b> <a href=""/drug-class/topical-anesthetics.html"">Topical anesthetics</a></p>",['<p>Follow all directions on your prescription label. Do not apply  AgonEaze in larger amounts than recommended.</p>'],AgonEaze,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/agoneaze.html,"['<p><b>An overdose of numbing medicine can cause fatal side effects if too much of the medicine is absorbed through your skin.</b> Overdose symptoms may include uneven heartbeats, seizure (convulsions), coma, slowed breathing, or <a href=""/condition/respiratory-failure.html"" data-type=""auto"">respiratory failure</a> (breathing stops).</p>']"
"<p>Aggrenox contains a combination of <a href=""https://www.drugs.com/monograph/aspirin.html"">aspirin</a> and <a href=""https://www.drugs.com/monograph/dipyridamole.html"">dipyridamole</a>. Aspirin belongs to a group of drugs called salicylates (sa-LIS-il-ates). It works by reducing substances in the body that cause pain, fever, and inflammation. Dipyridamole keeps platelets in your blood from sticking together to form clots.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/aspirin-and-dipyridamole.html"">aspirin and dipyridamole</a> [ <i>AS-pi-rin-and-dye-peer-ID-a-mole</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/platelet-aggregation-inhibitors.html"">Platelet aggregation inhibitors</a></p>",['<p>Take Aggrenox exactly as it was prescribed for you. Follow all directions on your prescription label and read all medication guides or instruction sheets. Your doctor may occasionally change your dose.</p>'],Aggrenox,"<p>Get emergency medical help if you have <b>signs of an allergic reaction to Aggrenox</b>: <a href=""/cg/urticaria.html"">hives</a>; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/aggrenox.html,"['<p>You should not use Aggrenox if you have <a href=""/cg/asthma.html"">asthma</a> and also have polyps in your nose, or if you are allergic to aspirin or an NSAID (nonsteroidal anti-inflammatory drug).</p>']"
"<p>Aggrastat is used to prevent blood clots or <a href=""/cg/heart-attack.html"" data-type=""auto"">heart attack</a> in people with severe chest pain or other conditions, and in those who are undergoing a procedure called angioplasty (to open blocked arteries).</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/tirofiban.html"">tirofiban</a> [ <i>tye-roe-FYE-ban</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/glycoprotein-platelet-inhibitors.html"">Glycoprotein platelet inhibitors</a></p>",['<p>Aggrastat is given as an infusion into a vein. A healthcare provider will give you this injection.</p>'],Aggrastat,"<p>Get emergency medical help if you have <b>signs of an allergic reaction:</b> hives; difficulty breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/aggrastat.html,"['<p>You should not receive  Aggrastat if you have any active internal bleeding (stomach, intestines, etc), a history of bleeding or blood-clotting disorder, if you have ever had low blood platelets after being treated with Aggrastat, or if you have had any type of <a href=""/condition/surgery.html"" data-type=""auto"">surgery</a>, injury, or medical emergency within the past 30 days.</p>']"
"<p>Agalsidase beta is used in the treatment of <a href=""/condition/fabry-disease.html"" data-type=""auto"">Fabry disease</a> (a deficiency of alpha-galactosidase A enzyme) in adults and children at least 2 years old.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> agalsidase beta [ <i>a-GAL-sih-daze-BAY-tah</i> ]<br>
<b>Brand name:</b> <a href=""/fabrazyme.html"">Fabrazyme</a><br>
<b>Dosage form:</b> intravenous powder for injection (35 mg; 5 mg)<br>
<b>Drug class:</b> <a href=""/drug-class/lysosomal-enzymes.html"">Lysosomal enzymes</a></p>",['<p><b>Usual Adult Dose for Fabry Disease:</b></p>'],Agalsidase beta,<p>Get emergency medical help if you have <b>signs of an allergic reaction</b>:</p>,drugs.com,https://www.drugs.com/mtm/agalsidase-beta.html,"['<p><b>Many people have a severe reaction to agalsidase beta.</b> Tell your caregiver if you have a skin rash or hives, fever, chills, headache, muscle pain, dizziness, numbness, swelling, vomiting, diarrhea, chest pain, trouble swallowing or breathing, fast or <a href=""/cg/bradycardia.html"" data-type=""auto"">slow heart rate</a>, or severe dizziness.</p>']"
"<p>Ibuprofen is a nonsteroidal anti-inflammatory drug (NSAID) used to treat mild to moderate pain, and helps to relieve symptoms of arthritis (osteoarthritis, rheumatoid arthritis, or juvenile arthritis), such as inflammation, swelling, stiffness, and joint pain. This medicine does not cure arthritis and will help you only as long as you continue to take it .</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/ibuprofen.html"">ibuprofen</a> [ <i>eye-bue-PROE-fen</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/nonsteroidal-anti-inflammatory-agents.html"">Nonsteroidal anti-inflammatory drugs</a></p>","['<p><i>For safe and effective use of this medicine, do not take more of it, do not take it more often, and do not take it for a longer time than ordered by your doctor.</i> Taking too much of this medicine may increase the chance of unwanted effects, especially in elderly patients .</p>']",A-G Profen (Oral),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/a-g-profen.html,['<p><i>It is very important that your doctor check your progress at regular visits.</i> This will allow your doctor to see if the medicine is working properly and to decide if you should continue to take it. Blood and urine tests may be needed to check for unwanted effects .</p>']
"<p><a href=""/mtm/chlorpheniramine.html"" data-type=""auto"">Chlorpheniramine</a> is an antihistamine that reduces the effects of natural chemical histamine in the body. Histamine can produce symptoms of sneezing, <a href=""/cg/itchy-skin.html"" data-type=""auto"">itching</a>, watery eyes, and runny nose.</p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/chlorpheniramine-methscopolamine-and-phenylephrine.html"">chlorpheniramine, methscopolamine, and phenylephrine</a> [ <i>KLOR-fen-IR-a-meen, METH-skoe-POL-a-meen, FEN-il-EFF-rin</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/upper-respiratory-combinations.html"">Upper respiratory combinations</a></p>","['<p>Use exactly as directed on the label, or as prescribed by your doctor. Do not use in larger or smaller amounts or for longer than recommended. This medicine is usually taken only for a short time until your symptoms clear up.</p>']",AH-Chew II,"<p>Get emergency medical help if you have any of these <b>signs of an allergic reaction</b>: hives; difficult breathing; swelling of your face, lips, tongue, or throat.</p>",drugs.com,https://www.drugs.com/mtm/ah-chew-ii.html,"['<p>Do not use this medicine if you have taken an MAO inhibitor in the past 14 days. A dangerous drug interaction could occur. MAO inhibitors include <a href=""/mtm/isocarboxazid.html"" data-type=""auto"">isocarboxazid</a>, <a href=""/mtm/linezolid-oral-injection.html"" data-type=""auto"">linezolid</a>, <a href=""/mtm/phenelzine.html"" data-type=""auto"">phenelzine</a>, <a href=""/mtm/rasagiline.html"" data-type=""auto"">rasagiline</a>, <a href=""/mtm/selegiline.html"" data-type=""auto"">selegiline</a>, and <a href=""/mtm/tranylcypromine.html"" data-type=""auto"">tranylcypromine</a>.</p>']"
"<p>Hydrocortisone is used to treat certain medical conditions, such as inflammation (swelling), severe allergic reactions, kidney diseases, adrenal problems, arthritis, asthma, blood or bone marrow problems, eye or vision problems, lupus, skin conditions, and ulcerative colitis. </p>","<p class=""drug-subtitle"">
<b>Generic name:</b> <a href=""/mtm/hydrocortisone.html"">hydrocortisone</a> [ <i>hye-droe-KOR-ti-sone</i> ]<br>
<b>Drug class:</b> <a href=""/drug-class/glucocorticoids.html"">Glucocorticoids</a></p>",['<p>A doctor or other trained health professional will give you this medicine in a hospital. This medicine is given through a needle placed in a vein or as a shot into a muscle. </p>'],A-Hydrocort (Injection),"<p>Along with its needed effects, a medicine may cause some unwanted effects. Although not all of these side effects may occur, if they do occur they may need medical attention.</p>",drugs.com,https://www.drugs.com/cons/a-hydrocort.html,['<p><i>It is very important that your doctor check the progress of you or your child closely</i> while you are receiving this medicine to make sure that this medicine is working properly. Blood and urine tests may be needed to check for unwanted effects. </p>']
